1280	3109	200
2059	3046	200
943	3975	200
2077	3260	200
715	3594	200
2142	3713	200
1624	3349	200
352	3748	200
1488	3561	200
859	3006	200
362	3085	200
870	3417	200
329	3481	200
1316	3114	200
1219	3204	200
2700	3191	200
2669	3644	200
2115	3755	300
226	3579	300
1457	3725	300
2103	3970	300
923	3532	300
1323	3075	300
1916	3710	300
425	3501	300
2331	3734	300
2542	3331	300
1274	3897	300
323	3896	300
1180	3387	300
1745	3073	300
345	3668	300
1055	3141	400
2185	3292	400
571	3023	400
78	3099	400
1923	3499	400
2177	3980	400
2923	3384	400
2427	3410	400
2403	3327	400
2991	3482	400
2010	3476	400
1518	3899	400
1525	3407	500
1726	3008	500
360	3262	500
2231	3800	500
1794	3351	500
1766	3343	500
2547	3564	500
2676	3513	500
2528	3077	500
383	3374	500
2410	3040	500
2302	3901	500
1205	3680	500
2977	3816	500
436	3626	500
2076	3179	500
946	3269	500
2318	3365	500
36	3908	500
2163	3250	500
180	3552	500
48	3055	500
2572	3650	600
763	3799	600
2595	3580	600
653	3651	600
1893	3758	600
279	3940	600
2279	3600	600
377	3510	600
66	3483	600
2935	3925	600
514	3942	600
820	3648	600
184	3258	600
1571	3896	600
43	3081	600
2899	3744	600
588	3538	600
1601	3318	600
463	3054	600
348	3098	600
940	3781	700
2869	3606	700
2704	3620	700
92	3676	700
2720	3445	700
2568	3190	700
169	3285	700
1942	3173	700
52	3616	700
1869	3658	700
1827	3303	700
1476	3558	700
1548	3709	700
1868	3596	700
195	3953	700
911	3038	800
2359	3322	800
1336	3152	800
1295	3496	800
213	3904	800
1698	3449	800
2655	3598	800
1056	3034	800
2796	3104	800
1883	3018	800
2438	3936	800
2697	3297	800
2727	3823	800
2513	3916	800
1332	3090	800
479	3194	800
1061	3753	800
1246	3025	800
2708	3868	800
2317	3505	800
828	3284	900
2998	3038	900
2722	3566	900
1634	3217	900
2592	3567	900
1478	3101	900
1177	3577	900
1697	3283	900
109	3723	900
967	3780	900
487	3721	900
661	3070	900
390	3519	900
2551	3198	900
1309	3558	900
2600	3771	900
1397	3862	900
857	3622	900
1992	3966	1000
1760	3004	1000
945	3056	1000
831	3059	1000
2782	3321	1000
2496	3427	1000
604	3021	1000
2887	3469	1000
2506	3614	1000
2065	3454	1000
1145	3565	1000
1572	3275	1000
1714	3629	1000
1054	3843	1000
651	3603	1000
2310	3501	1000
996	3040	1000
2880	3838	1000
1734	3495	1000
524	3237	1000
657	3436	1000
2726	3169	1100
2679	3835	1100
69	3832	1100
685	3137	1100
1901	3494	1100
957	3578	1100
2375	3287	1100
2280	3512	1100
1924	3825	1100
1360	3070	1100
1036	3238	1100
2153	3094	1100
1544	3535	1100
1248	3128	1100
1398	3827	1100
156	3236	1100
2870	3639	1100
2504	3587	1100
508	3560	1100
1015	3596	1100
1593	3439	1100
2425	3729	1100
246	3134	1200
217	3275	1200
2615	3080	1200
2330	3330	1200
2451	3202	1200
2340	3048	1200
1320	3423	1200
881	3907	1200
2571	3761	1200
2725	3045	1200
2386	3254	1200
1405	3215	1200
